CorrVar1,CorrVar2,Value
relationship_patient_normal,pco2_arterial_blood_gas_analysis,-0.01637
monocytes,red_blood_cell_distribution_width_rdw,-0.01638
red_blood_cells,serum_glucose,-0.01647
segmented,lipase_dosage,-0.01650
mean_platelet_volume,po2_arterial_blood_gas_analysis,-0.01659
serum_glucose,po2_arterial_blood_gas_analysis,-0.01671
magnesium,creatine_phosphokinase_cpk,-0.01686
po2_venous_blood_gas_analysis,ph_arterial_blood_gas_analysis,-0.01699
neutrophils,hb_saturation_arterial_blood_gases,-0.01713
mean_corpuscular_hemoglobin_concentration_mchc,urine_leukocytes,-0.01719
direct_bilirubin,ph_arterial_blood_gas_analysis,-0.01727
patient_age_quantile,hb_saturation_venous_blood_gas_analysis,-0.01730
red_blood_cells,urine_leukocytes,-0.01733
hemoglobin,hb_saturation_arterial_blood_gases,-0.01738
patient_addmited_to_regular_ward_1_yes_0_no,mean_corpuscular_volume_mcv,-0.01751
patient_age_quantile,aspartate_transaminase,-0.01756
creatine_phosphokinase_cpk,arterial_lactic_acid,-0.01772
red_blood_cell_distribution_width_rdw,sodium,-0.01773
neutrophils,gamma_glutamyltransferase,-0.01782
myelocytes,hco3_arterial_blood_gas_analysis,-0.01788
ferritin,pco2_arterial_blood_gas_analysis,-0.01799
proteina_c_reativa_mg_dl,po2_arterial_blood_gas_analysis,-0.01801
mean_corpuscular_hemoglobin_mch,urine_red_blood_cells,-0.01804
patient_addmited_to_semi_intensive_unit_1_yes_0_no,base_excess_arterial_blood_gas_analysis,-0.01827
metamyelocytes,hco3_arterial_blood_gas_analysis,-0.01840
neutrophils,total_co2_venous_blood_gas_analysis,-0.01854
patient_age_quantile,cto2_arterial_blood_gas_analysis,-0.01858
patient_addmited_to_intensive_care_unit_1_yes_0_no,urine_red_blood_cells,-0.01866
metamyelocytes,vitamin_b12,-0.01872
base_excess_venous_blood_gas_analysis,po2_arterial_blood_gas_analysis,-0.01875
patient_addmited_to_intensive_care_unit_1_yes_0_no,eosinophils,-0.01883
hemoglobin,lipase_dosage,-0.01893
patient_addmited_to_semi_intensive_unit_1_yes_0_no,arterial_lactic_acid,-0.01900
hemoglobin,total_bilirubin,-0.01910
hb_saturation_venous_blood_gas_analysis,po2_arterial_blood_gas_analysis,-0.01914
sodium,ph_arterial_blood_gas_analysis,-0.01915
urine_density,ph_arterial_blood_gas_analysis,-0.01922
neutrophils,pco2_arterial_blood_gas_analysis,-0.01947
neutrophils,hco3_venous_blood_gas_analysis,-0.01983
creatinine,pco2_arterial_blood_gas_analysis,-0.01988
patient_addmited_to_regular_ward_1_yes_0_no,metamyelocytes,-0.02003
monocytes,urine_density,-0.02028
basophils,relationship_patient_normal,-0.02057
patient_addmited_to_regular_ward_1_yes_0_no,urine_red_blood_cells,-0.02063
proteina_c_reativa_mg_dl,relationship_patient_normal,-0.02069
ionized_calcium,po2_venous_blood_gas_analysis,-0.02085
gamma_glutamyltransferase,cto2_arterial_blood_gas_analysis,-0.02103
arterial_lactic_acid,po2_arterial_blood_gas_analysis,-0.02111
monocytes,total_co2_arterial_blood_gas_analysis,-0.02111
lymphocytes,lipase_dosage,-0.02119
gamma_glutamyltransferase,arterial_lactic_acid,-0.02125
neutrophils,indirect_bilirubin,-0.02127
aspartate_transaminase,pco2_arterial_blood_gas_analysis,-0.02140
base_excess_venous_blood_gas_analysis,arterial_lactic_acid,-0.02141
rods,ph_arterial_blood_gas_analysis,-0.02143
basophils,ionized_calcium,-0.02152
patient_addmited_to_regular_ward_1_yes_0_no,mean_corpuscular_hemoglobin_mch,-0.02164
basophils,creatine_phosphokinase_cpk,-0.02171
rods,urine_density,-0.02187
base_excess_venous_blood_gas_analysis,rods,-0.02197
mean_platelet_volume,urine_density,-0.02208
urine_density,po2_arterial_blood_gas_analysis,-0.02211
patient_age_quantile,relationship_patient_normal,-0.02220
sodium,indirect_bilirubin,-0.02237
neutrophils,urine_ph,-0.02239
neutrophils,base_excess_venous_blood_gas_analysis,-0.02253
myelocytes,total_co2_arterial_blood_gas_analysis,-0.02261
patient_age_quantile,lactic_dehydrogenase,-0.02280
monocytes,urine_ph,-0.02284
metamyelocytes,total_co2_arterial_blood_gas_analysis,-0.02286
mean_platelet_volume,pco2_venous_blood_gas_analysis,-0.02302
alanine_transaminase,ph_venous_blood_gas_analysis,-0.02304
red_blood_cell_distribution_width_rdw,urine_density,-0.02309
pco2_venous_blood_gas_analysis,metamyelocytes,-0.02339
creatinine,phosphor,-0.02348
hco3_venous_blood_gas_analysis,rods,-0.02366
platelets,metamyelocytes,-0.02390
mean_platelet_volume,segmented,-0.02392
patient_addmited_to_regular_ward_1_yes_0_no,indirect_bilirubin,-0.02411
patient_addmited_to_regular_ward_1_yes_0_no,mean_platelet_volume,-0.02439
leukocytes,urine_density,-0.02439
proteina_c_reativa_mg_dl,pco2_venous_blood_gas_analysis,-0.02454
gamma_glutamyltransferase,po2_venous_blood_gas_analysis,-0.02470
mean_platelet_volume,ph_arterial_blood_gas_analysis,-0.02483
indirect_bilirubin,total_co2_venous_blood_gas_analysis,-0.02500
leukocytes,albumin,-0.02502
ferritin,arterial_lactic_acid,-0.02509
mean_corpuscular_volume_mcv,ferritin,-0.02511
direct_bilirubin,lipase_dosage,-0.02515
mean_corpuscular_volume_mcv,cto2_arterial_blood_gas_analysis,-0.02517
basophils,vitamin_b12,-0.02519
red_blood_cell_distribution_width_rdw,ph_venous_blood_gas_analysis,-0.02522
platelets,urine_ph,-0.02528
gamma_glutamyltransferase,total_co2_arterial_blood_gas_analysis,-0.02529
po2_venous_blood_gas_analysis,po2_arterial_blood_gas_analysis,-0.02534
urine_leukocytes,urine_red_blood_cells,-0.02546
indirect_bilirubin,hco3_venous_blood_gas_analysis,-0.02559
ionized_calcium,lactic_dehydrogenase,-0.02574
monocytes,gamma_glutamyltransferase,-0.02577
gamma_glutamyltransferase,hco3_arterial_blood_gas_analysis,-0.02582
rods,arterial_lactic_acid,-0.02594
red_blood_cells,total_bilirubin,-0.02617
urine_ph,pco2_arterial_blood_gas_analysis,-0.02648
creatinine,arterial_lactic_acid,-0.02660
ph_venous_blood_gas_analysis,urine_red_blood_cells,-0.02669
international_normalized_ratio_inr,cto2_arterial_blood_gas_analysis,-0.02670
sodium,lipase_dosage,-0.02683
serum_glucose,alkaline_phosphatase,-0.02709
urine_density,hb_saturation_arterial_blood_gases,-0.02718
pco2_venous_blood_gas_analysis,urine_ph,-0.02719
myelocytes,lactic_dehydrogenase,-0.02743
lymphocytes,lactic_dehydrogenase,-0.02752
indirect_bilirubin,total_co2_arterial_blood_gas_analysis,-0.02753
promyelocytes,myelocytes,-0.02766
mean_corpuscular_hemoglobin_concentration_mchc,vitamin_b12,-0.02770
basophils,hb_saturation_venous_blood_gas_analysis,-0.02773
alkaline_phosphatase,urine_leukocytes,-0.02774
mean_corpuscular_hemoglobin_concentration_mchc,magnesium,-0.02782
alkaline_phosphatase,total_co2_arterial_blood_gas_analysis,-0.02784
monocytes,aspartate_transaminase,-0.02793
ionized_calcium,ph_venous_blood_gas_analysis,-0.02815
leukocytes,magnesium,-0.02819
eosinophils,direct_bilirubin,-0.02819
potassium,creatine_phosphokinase_cpk,-0.02833
platelets,vitamin_b12,-0.02843
base_excess_venous_blood_gas_analysis,arteiral_fio2,-0.02846
alkaline_phosphatase,urine_ph,-0.02848
mean_corpuscular_hemoglobin_concentration_mchc,lactic_dehydrogenase,-0.02851
proteina_c_reativa_mg_dl,arterial_lactic_acid,-0.02860
mean_corpuscular_hemoglobin_concentration_mchc,ph_arterial_blood_gas_analysis,-0.02871
patient_addmited_to_semi_intensive_unit_1_yes_0_no,platelets,-0.02891
neutrophils,urine_density,-0.02899
serum_glucose,direct_bilirubin,-0.02904
hemoglobin,alanine_transaminase,-0.02933
monocytes,pco2_venous_blood_gas_analysis,-0.02934
patient_addmited_to_semi_intensive_unit_1_yes_0_no,cto2_arterial_blood_gas_analysis,-0.02937
eosinophils,lipase_dosage,-0.02962
leukocytes,ph_venous_blood_gas_analysis,-0.02968
patient_addmited_to_regular_ward_1_yes_0_no,hco3_arterial_blood_gas_analysis,-0.02994
neutrophils,promyelocytes,-0.03012
hb_saturation_venous_blood_gas_analysis,promyelocytes,-0.03048
patient_addmited_to_regular_ward_1_yes_0_no,basophils,-0.03052
eosinophils,pco2_arterial_blood_gas_analysis,-0.03054
relationship_patient_normal,base_excess_arterial_blood_gas_analysis,-0.03058
proteina_c_reativa_mg_dl,albumin,-0.03071
proteina_c_reativa_mg_dl,ph_venous_blood_gas_analysis,-0.03074
basophils,metamyelocytes,-0.03074
promyelocytes,creatine_phosphokinase_cpk,-0.03083
mean_corpuscular_volume_mcv,vitamin_b12,-0.03089
segmented,urine_red_blood_cells,-0.03114
potassium,vitamin_b12,-0.03147
indirect_bilirubin,ph_venous_blood_gas_analysis,-0.03153
neutrophils,po2_arterial_blood_gas_analysis,-0.03167
gamma_glutamyltransferase,urine_density,-0.03171
hematocrit,neutrophils,-0.03179
mean_corpuscular_hemoglobin_concentration_mchc,po2_venous_blood_gas_analysis,-0.03213
urine_density,urine_leukocytes,-0.03214
rods,international_normalized_ratio_inr,-0.03225
eosinophils,segmented,-0.03244
creatine_phosphokinase_cpk,ph_arterial_blood_gas_analysis,-0.03247
alanine_transaminase,total_co2_arterial_blood_gas_analysis,-0.03279
patient_addmited_to_regular_ward_1_yes_0_no,international_normalized_ratio_inr,-0.03285
platelets,lipase_dosage,-0.03297
mean_corpuscular_hemoglobin_mch,alanine_transaminase,-0.03304
mean_platelet_volume,hb_saturation_arterial_blood_gases,-0.03317
patient_age_quantile,lymphocytes,-0.03327
alanine_transaminase,base_excess_arterial_blood_gas_analysis,-0.03398
basophils,international_normalized_ratio_inr,-0.03403
red_blood_cell_distribution_width_rdw,hb_saturation_venous_blood_gas_analysis,-0.03403
indirect_bilirubin,base_excess_venous_blood_gas_analysis,-0.03416
rods,lactic_dehydrogenase,-0.03426
urine_ph,creatine_phosphokinase_cpk,-0.03428
alkaline_phosphatase,hco3_arterial_blood_gas_analysis,-0.03433
monocytes,lipase_dosage,-0.03438
patient_addmited_to_regular_ward_1_yes_0_no,pco2_venous_blood_gas_analysis,-0.03441
red_blood_cell_distribution_width_rdw,urine_leukocytes,-0.03444
eosinophils,urine_red_blood_cells,-0.03445
serum_glucose,albumin,-0.03451
patient_addmited_to_semi_intensive_unit_1_yes_0_no,alanine_transaminase,-0.03470
basophils,myelocytes,-0.03475
platelets,po2_arterial_blood_gas_analysis,-0.03489
hco3_venous_blood_gas_analysis,lipase_dosage,-0.03492
indirect_bilirubin,hco3_arterial_blood_gas_analysis,-0.03509
alkaline_phosphatase,ph_arterial_blood_gas_analysis,-0.03517
indirect_bilirubin,po2_venous_blood_gas_analysis,-0.03557
rods,cto2_arterial_blood_gas_analysis,-0.03560
indirect_bilirubin,magnesium,-0.03568
ferritin,phosphor,-0.03603
myelocytes,pco2_arterial_blood_gas_analysis,-0.03632
pco2_venous_blood_gas_analysis,international_normalized_ratio_inr,-0.03634
aspartate_transaminase,pco2_venous_blood_gas_analysis,-0.03638
potassium,promyelocytes,-0.03640
mean_corpuscular_hemoglobin_concentration_mchc,lipase_dosage,-0.03654
alanine_transaminase,hco3_arterial_blood_gas_analysis,-0.03668
total_bilirubin,ph_arterial_blood_gas_analysis,-0.03678
patient_addmited_to_intensive_care_unit_1_yes_0_no,ionized_calcium,-0.03701
segmented,lactic_dehydrogenase,-0.03705
platelets,alanine_transaminase,-0.03709
urine_density,cto2_arterial_blood_gas_analysis,-0.03713
serum_glucose,arterial_lactic_acid,-0.03720
hematocrit,total_bilirubin,-0.03731
metamyelocytes,lactic_dehydrogenase,-0.03735
monocytes,vitamin_b12,-0.03739
hb_saturation_venous_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.03748
mean_corpuscular_hemoglobin_mch,rods,-0.03763
mean_corpuscular_volume_mcv,hb_saturation_venous_blood_gas_analysis,-0.03770
monocytes,potassium,-0.03804
potassium,lipase_dosage,-0.03807
mean_corpuscular_volume_mcv,neutrophils,-0.03809
eosinophils,creatine_phosphokinase_cpk,-0.03816
ferritin,cto2_arterial_blood_gas_analysis,-0.03837
total_co2_venous_blood_gas_analysis,lipase_dosage,-0.03845
pco2_venous_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.03846
proteina_c_reativa_mg_dl,urine_density,-0.03859
myelocytes,arteiral_fio2,-0.03889
lymphocytes,vitamin_b12,-0.03898
patient_addmited_to_regular_ward_1_yes_0_no,total_co2_arterial_blood_gas_analysis,-0.03906
red_blood_cell_distribution_width_rdw,base_excess_arterial_blood_gas_analysis,-0.03931
basophils,red_blood_cell_distribution_width_rdw,-0.03932
lymphocytes,myelocytes,-0.03937
rods,vitamin_b12,-0.03944
mean_corpuscular_hemoglobin_mch,vitamin_b12,-0.03945
ph_venous_blood_gas_analysis,po2_arterial_blood_gas_analysis,-0.03955
patient_addmited_to_intensive_care_unit_1_yes_0_no,po2_arterial_blood_gas_analysis,-0.03964
patient_addmited_to_regular_ward_1_yes_0_no,creatine_phosphokinase_cpk,-0.04001
mean_corpuscular_volume_mcv,indirect_bilirubin,-0.04013
mean_corpuscular_hemoglobin_concentration_mchc,metamyelocytes,-0.04026
creatinine,aspartate_transaminase,-0.04036
alanine_transaminase,albumin,-0.04053
patient_addmited_to_regular_ward_1_yes_0_no,alkaline_phosphatase,-0.04066
lymphocytes,metamyelocytes,-0.04069
neutrophils,ph_venous_blood_gas_analysis,-0.04078
lymphocytes,indirect_bilirubin,-0.04087
mean_corpuscular_hemoglobin_concentration_mchc,urine_red_blood_cells,-0.04117
lymphocytes,aspartate_transaminase,-0.04118
alkaline_phosphatase,rods,-0.04128
eosinophils,rods,-0.04128
international_normalized_ratio_inr,ferritin,-0.04146
monocytes,hco3_arterial_blood_gas_analysis,-0.04151
rods,creatine_phosphokinase_cpk,-0.04197
patient_age_quantile,mean_corpuscular_hemoglobin_concentration_mchc,-0.04210
ph_venous_blood_gas_analysis,rods,-0.04263
gamma_glutamyltransferase,albumin,-0.04273
hematocrit,alanine_transaminase,-0.04275
monocytes,ionized_calcium,-0.04286
segmented,myelocytes,-0.04289
patient_age_quantile,patient_addmited_to_intensive_care_unit_1_yes_0_no,-0.04300
serum_glucose,urine_density,-0.04309
patient_age_quantile,pco2_arterial_blood_gas_analysis,-0.04312
gamma_glutamyltransferase,relationship_patient_normal,-0.04319
basophils,po2_venous_blood_gas_analysis,-0.04321
total_bilirubin,lipase_dosage,-0.04325
potassium,ionized_calcium,-0.04326
total_bilirubin,total_co2_arterial_blood_gas_analysis,-0.04349
po2_venous_blood_gas_analysis,creatine_phosphokinase_cpk,-0.04369
platelets,creatine_phosphokinase_cpk,-0.04380
neutrophils,cto2_arterial_blood_gas_analysis,-0.04403
basophils,magnesium,-0.04403
hematocrit,po2_venous_blood_gas_analysis,-0.04410
indirect_bilirubin,ph_arterial_blood_gas_analysis,-0.04423
alanine_transaminase,po2_venous_blood_gas_analysis,-0.04433
mean_corpuscular_hemoglobin_mch,ferritin,-0.04459
leukocytes,relationship_patient_normal,-0.04476
hemoglobin,pco2_arterial_blood_gas_analysis,-0.04480
serum_glucose,creatine_phosphokinase_cpk,-0.04493
patient_age_quantile,phosphor,-0.04502
potassium,direct_bilirubin,-0.04504
mean_corpuscular_hemoglobin_concentration_mchc,potassium,-0.04512
alanine_transaminase,po2_arterial_blood_gas_analysis,-0.04520
mean_platelet_volume,indirect_bilirubin,-0.04522
proteina_c_reativa_mg_dl,pco2_arterial_blood_gas_analysis,-0.04566
mean_corpuscular_hemoglobin_mch,hco3_arterial_blood_gas_analysis,-0.04591
patient_addmited_to_semi_intensive_unit_1_yes_0_no,urine_density,-0.04597
urine_ph,arterial_lactic_acid,-0.04609
monocytes,urine_leukocytes,-0.04628
hematocrit,magnesium,-0.04637
aspartate_transaminase,base_excess_arterial_blood_gas_analysis,-0.04646
patient_addmited_to_intensive_care_unit_1_yes_0_no,urine_density,-0.04650
mean_corpuscular_volume_mcv,magnesium,-0.04656
relationship_patient_normal,total_co2_arterial_blood_gas_analysis,-0.04657
ph_venous_blood_gas_analysis,arterial_lactic_acid,-0.04665
gamma_glutamyltransferase,urine_leukocytes,-0.04682
magnesium,lactic_dehydrogenase,-0.04699
ph_venous_blood_gas_analysis,arteiral_fio2,-0.04709
serum_glucose,urine_leukocytes,-0.04729
mean_platelet_volume,magnesium,-0.04732
leukocytes,myelocytes,-0.04750
urine_density,lipase_dosage,-0.04758
total_bilirubin,ionized_calcium,-0.04781
platelets,neutrophils,-0.04781
ionized_calcium,promyelocytes,-0.04785
alkaline_phosphatase,base_excess_arterial_blood_gas_analysis,-0.04801
mean_corpuscular_hemoglobin_mch,aspartate_transaminase,-0.04805
indirect_bilirubin,lipase_dosage,-0.04819
serum_glucose,phosphor,-0.04827
hemoglobin,magnesium,-0.04838
alanine_transaminase,hb_saturation_arterial_blood_gases,-0.04850
relationship_patient_normal,hco3_arterial_blood_gas_analysis,-0.04858
lymphocytes,base_excess_venous_blood_gas_analysis,-0.04859
monocytes,urine_red_blood_cells,-0.04873
basophils,lipase_dosage,-0.04882
red_blood_cells,ionized_calcium,-0.04903
hemoglobin,po2_venous_blood_gas_analysis,-0.04934
alkaline_phosphatase,hb_saturation_arterial_blood_gases,-0.04944
serum_glucose,arteiral_fio2,-0.04958
platelets,direct_bilirubin,-0.04969
platelets,total_co2_venous_blood_gas_analysis,-0.04981
mean_corpuscular_hemoglobin_concentration_mchc,urine_ph,-0.05006
total_bilirubin,relationship_patient_normal,-0.05010
base_excess_venous_blood_gas_analysis,relationship_patient_normal,-0.05011
hematocrit,pco2_arterial_blood_gas_analysis,-0.05020
po2_venous_blood_gas_analysis,ferritin,-0.05035
pco2_venous_blood_gas_analysis,promyelocytes,-0.05075
mean_corpuscular_volume_mcv,urine_ph,-0.05134
monocytes,proteina_c_reativa_mg_dl,-0.05143
total_bilirubin,hco3_arterial_blood_gas_analysis,-0.05144
hemoglobin,neutrophils,-0.05152
patient_addmited_to_semi_intensive_unit_1_yes_0_no,mean_corpuscular_volume_mcv,-0.05164
sodium,relationship_patient_normal,-0.05180
eosinophils,urine_ph,-0.05182
direct_bilirubin,total_co2_arterial_blood_gas_analysis,-0.05186
mean_platelet_volume,relationship_patient_normal,-0.05187
patient_addmited_to_regular_ward_1_yes_0_no,promyelocytes,-0.05195
platelets,gamma_glutamyltransferase,-0.05207
mean_corpuscular_volume_mcv,hb_saturation_arterial_blood_gases,-0.05232
ph_venous_blood_gas_analysis,hb_saturation_arterial_blood_gases,-0.05253
magnesium,arterial_lactic_acid,-0.05269
red_blood_cells,international_normalized_ratio_inr,-0.05272
eosinophils,red_blood_cell_distribution_width_rdw,-0.05272
metamyelocytes,pco2_arterial_blood_gas_analysis,-0.05301
direct_bilirubin,base_excess_arterial_blood_gas_analysis,-0.05308
alanine_transaminase,urine_leukocytes,-0.05321
ionized_calcium,cto2_arterial_blood_gas_analysis,-0.05356
red_blood_cells,leukocytes,-0.05357
sodium,creatine_phosphokinase_cpk,-0.05364
mean_corpuscular_hemoglobin_mch,magnesium,-0.05370
basophils,phosphor,-0.05402
urea,albumin,-0.05404
mean_corpuscular_hemoglobin_concentration_mchc,ferritin,-0.05419
serum_glucose,total_bilirubin,-0.05451
magnesium,international_normalized_ratio_inr,-0.05455
mean_corpuscular_hemoglobin_concentration_mchc,arteiral_fio2,-0.05464
platelets,hco3_venous_blood_gas_analysis,-0.05468
neutrophils,relationship_patient_normal,-0.05475
ph_venous_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.05488
segmented,metamyelocytes,-0.05508
mean_corpuscular_volume_mcv,alanine_transaminase,-0.05546
eosinophils,arteiral_fio2,-0.05551
urea,promyelocytes,-0.05552
patient_addmited_to_regular_ward_1_yes_0_no,arteiral_fio2,-0.05564
mean_corpuscular_hemoglobin_concentration_mchc,hco3_venous_blood_gas_analysis,-0.05586
mean_platelet_volume,phosphor,-0.05626
urine_density,lactic_dehydrogenase,-0.05642
mean_platelet_volume,proteina_c_reativa_mg_dl,-0.05644
red_blood_cells,aspartate_transaminase,-0.05667
leukocytes,lipase_dosage,-0.05678
patient_addmited_to_intensive_care_unit_1_yes_0_no,mean_corpuscular_hemoglobin_mch,-0.05737
segmented,phosphor,-0.05753
po2_venous_blood_gas_analysis,urine_red_blood_cells,-0.05776
direct_bilirubin,hco3_arterial_blood_gas_analysis,-0.05814
mean_corpuscular_hemoglobin_mch,urine_density,-0.05814
mean_corpuscular_hemoglobin_mch,creatine_phosphokinase_cpk,-0.05841
promyelocytes,international_normalized_ratio_inr,-0.05850
neutrophils,potassium,-0.05872
patient_age_quantile,platelets,-0.05939
pco2_venous_blood_gas_analysis,relationship_patient_normal,-0.05944
lymphocytes,creatine_phosphokinase_cpk,-0.05947
relationship_patient_normal,albumin,-0.05953
creatinine,po2_venous_blood_gas_analysis,-0.05993
mean_corpuscular_hemoglobin_concentration_mchc,hb_saturation_venous_blood_gas_analysis,-0.06087
indirect_bilirubin,base_excess_arterial_blood_gas_analysis,-0.06140
mean_corpuscular_volume_mcv,lipase_dosage,-0.06147
leukocytes,ferritin,-0.06189
platelets,magnesium,-0.06216
gamma_glutamyltransferase,pco2_venous_blood_gas_analysis,-0.06229
hb_saturation_venous_blood_gas_analysis,lactic_dehydrogenase,-0.06243
indirect_bilirubin,promyelocytes,-0.06249
lymphocytes,international_normalized_ratio_inr,-0.06257
hemoglobin,relationship_patient_normal,-0.06275
red_blood_cells,arteiral_fio2,-0.06276
mean_corpuscular_hemoglobin_concentration_mchc,total_co2_venous_blood_gas_analysis,-0.06279
serum_glucose,indirect_bilirubin,-0.06283
mean_corpuscular_volume_mcv,urine_density,-0.06290
basophils,hco3_arterial_blood_gas_analysis,-0.06331
mean_corpuscular_hemoglobin_mch,urine_ph,-0.06344
serum_glucose,sodium,-0.06350
relationship_patient_normal,ferritin,-0.06351
mean_corpuscular_hemoglobin_mch,hb_saturation_venous_blood_gas_analysis,-0.06391
patient_addmited_to_regular_ward_1_yes_0_no,pco2_arterial_blood_gas_analysis,-0.06393
mean_platelet_volume,lactic_dehydrogenase,-0.06437
mean_corpuscular_volume_mcv,po2_arterial_blood_gas_analysis,-0.06443
basophils,urine_red_blood_cells,-0.06466
mean_corpuscular_volume_mcv,creatine_phosphokinase_cpk,-0.06506
potassium,ferritin,-0.06507
aspartate_transaminase,ph_venous_blood_gas_analysis,-0.06515
aspartate_transaminase,urine_leukocytes,-0.06517
mean_corpuscular_hemoglobin_concentration_mchc,urea,-0.06523
patient_addmited_to_regular_ward_1_yes_0_no,urine_density,-0.06531
mean_platelet_volume,ferritin,-0.06532
indirect_bilirubin,ionized_calcium,-0.06541
promyelocytes,vitamin_b12,-0.06542
red_blood_cells,relationship_patient_normal,-0.06548
total_bilirubin,base_excess_arterial_blood_gas_analysis,-0.06564
patient_addmited_to_regular_ward_1_yes_0_no,po2_venous_blood_gas_analysis,-0.06571
monocytes,arterial_lactic_acid,-0.06576
lactic_dehydrogenase,pco2_arterial_blood_gas_analysis,-0.06590
platelets,base_excess_arterial_blood_gas_analysis,-0.06606
serum_glucose,lactic_dehydrogenase,-0.06622
total_co2_venous_blood_gas_analysis,ferritin,-0.06672
magnesium,vitamin_b12,-0.06683
mean_platelet_volume,aspartate_transaminase,-0.06698
platelets,red_blood_cells,-0.06729
hco3_venous_blood_gas_analysis,relationship_patient_normal,-0.06732
patient_addmited_to_intensive_care_unit_1_yes_0_no,arterial_lactic_acid,-0.06734
mean_corpuscular_hemoglobin_mch,lipase_dosage,-0.06760
patient_addmited_to_regular_ward_1_yes_0_no,red_blood_cells,-0.06785
serum_glucose,potassium,-0.06833
creatinine,relationship_patient_normal,-0.06853
patient_addmited_to_intensive_care_unit_1_yes_0_no,base_excess_venous_blood_gas_analysis,-0.06940
total_co2_venous_blood_gas_analysis,relationship_patient_normal,-0.06953
mean_corpuscular_hemoglobin_concentration_mchc,myelocytes,-0.06964
hco3_venous_blood_gas_analysis,ferritin,-0.06976
ionized_calcium,segmented,-0.07002
ionized_calcium,myelocytes,-0.07019
gamma_glutamyltransferase,hb_saturation_venous_blood_gas_analysis,-0.07032
proteina_c_reativa_mg_dl,base_excess_venous_blood_gas_analysis,-0.07034
sodium,alkaline_phosphatase,-0.07037
urea,relationship_patient_normal,-0.07040
leukocytes,cto2_arterial_blood_gas_analysis,-0.07064
ph_venous_blood_gas_analysis,phosphor,-0.07070
mean_corpuscular_volume_mcv,po2_venous_blood_gas_analysis,-0.07076
leukocytes,mean_corpuscular_volume_mcv,-0.07126
patient_addmited_to_semi_intensive_unit_1_yes_0_no,monocytes,-0.07131
eosinophils,ferritin,-0.07132
patient_age_quantile,leukocytes,-0.07137
urine_ph,urine_density,-0.07140
basophils,lactic_dehydrogenase,-0.07143
ionized_calcium,arteiral_fio2,-0.07149
patient_addmited_to_regular_ward_1_yes_0_no,sodium,-0.07173
aspartate_transaminase,po2_arterial_blood_gas_analysis,-0.07268
creatinine,lactic_dehydrogenase,-0.07273
mean_corpuscular_hemoglobin_mch,neutrophils,-0.07287
patient_addmited_to_intensive_care_unit_1_yes_0_no,mean_platelet_volume,-0.07294
platelets,urea,-0.07338
patient_addmited_to_regular_ward_1_yes_0_no,ionized_calcium,-0.07362
basophils,total_co2_arterial_blood_gas_analysis,-0.07425
patient_addmited_to_semi_intensive_unit_1_yes_0_no,mean_corpuscular_hemoglobin_concentration_mchc,-0.07430
magnesium,pco2_arterial_blood_gas_analysis,-0.07431
patient_addmited_to_semi_intensive_unit_1_yes_0_no,ph_arterial_blood_gas_analysis,-0.07436
red_blood_cell_distribution_width_rdw,albumin,-0.07449
gamma_glutamyltransferase,promyelocytes,-0.07468
lymphocytes,ferritin,-0.07529
patient_addmited_to_semi_intensive_unit_1_yes_0_no,mean_corpuscular_hemoglobin_mch,-0.07556
platelets,mean_corpuscular_hemoglobin_mch,-0.07570
sodium,segmented,-0.07584
mean_corpuscular_hemoglobin_concentration_mchc,arterial_lactic_acid,-0.07603
basophils,serum_glucose,-0.07611
hematocrit,serum_glucose,-0.07615
hematocrit,base_excess_arterial_blood_gas_analysis,-0.07648
segmented,arteiral_fio2,-0.07650
patient_addmited_to_regular_ward_1_yes_0_no,eosinophils,-0.07651
segmented,relationship_patient_normal,-0.07674
proteina_c_reativa_mg_dl,phosphor,-0.07678
total_co2_venous_blood_gas_analysis,phosphor,-0.07711
po2_venous_blood_gas_analysis,promyelocytes,-0.07749
potassium,relationship_patient_normal,-0.07771
potassium,total_co2_venous_blood_gas_analysis,-0.07851
lymphocytes,gamma_glutamyltransferase,-0.07868
basophils,arteiral_fio2,-0.07931
lymphocytes,base_excess_arterial_blood_gas_analysis,-0.07931
neutrophils,ionized_calcium,-0.07947
mean_corpuscular_hemoglobin_mch,po2_venous_blood_gas_analysis,-0.07957
mean_platelet_volume,neutrophils,-0.07981
patient_addmited_to_semi_intensive_unit_1_yes_0_no,magnesium,-0.07988
mean_corpuscular_volume_mcv,aspartate_transaminase,-0.08032
lymphocytes,ph_venous_blood_gas_analysis,-0.08034
hematocrit,relationship_patient_normal,-0.08052
pco2_venous_blood_gas_analysis,myelocytes,-0.08069
hco3_venous_blood_gas_analysis,phosphor,-0.08077
red_blood_cells,ferritin,-0.08079
ferritin,albumin,-0.08080
aspartate_transaminase,total_co2_arterial_blood_gas_analysis,-0.08098
lactic_dehydrogenase,cto2_arterial_blood_gas_analysis,-0.08108
mean_platelet_volume,alanine_transaminase,-0.08138
mean_corpuscular_hemoglobin_concentration_mchc,sodium,-0.08158
lymphocytes,serum_glucose,-0.08172
lymphocytes,total_bilirubin,-0.08174
promyelocytes,hco3_arterial_blood_gas_analysis,-0.08199
